team,season,winperc,winperc_lag1,winperc_avg3,gp_lag1,toi_lag1,w_lag1,l_lag1,otl_lag1,row_lag1,points_lag1,point_p_lag1,cf_lag1,ca_lag1,cf_p_lag1,ff_lag1,fa_lag1,ff_p_lag1,sf_lag1,sa_lag1,sf_p_lag1,gf_lag1,ga_lag1,gf_p_lag1,x_gf_lag1,x_ga_lag1,x_gf_p_lag1,scf_lag1,sca_lag1,scf_p_lag1,scsf_lag1,scsa_lag1,scsf_p_lag1,scgf_lag1,scga_lag1,scgf_p_lag1,scsh_lag1,scsv_lag1,hdcf_lag1,hdca_lag1,hdcf_p_lag1,hdsf_lag1,hdsa_lag1,hdsf_p_lag1,hdgf_lag1,hdga_lag1,hdgf_p_lag1,hdsh_lag1,hdsv_lag1,mdcf_lag1,mdca_lag1,mdcf_p_lag1,mdsf_lag1,mdsa_lag1,mdsf_p_lag1,mdgf_lag1,mdga_lag1,mdgf_p_lag1,mdsh_lag1,mdsv_lag1,ldcf_lag1,ldca_lag1,ldcf_p_lag1,ldsf_lag1,ldsa_lag1,ldsf_p_lag1,ldgf_lag1,ldga_lag1,ldgf_p_lag1,ldsh_lag1,ldsv_lag1,sh_lag1,sv_lag1,pdo_lag1,gp_avg3,toi_avg3,w_avg3,l_avg3,otl_avg3,row_avg3,points_avg3,point_p_avg3,cf_avg3,ca_avg3,cf_p_avg3,ff_avg3,fa_avg3,ff_p_avg3,sf_avg3,sa_avg3,sf_p_avg3,gf_avg3,ga_avg3,gf_p_avg3,x_gf_avg3,x_ga_avg3,x_gf_p_avg3,scf_avg3,sca_avg3,scf_p_avg3,scsf_avg3,scsa_avg3,scsf_p_avg3,scgf_avg3,scga_avg3,scgf_p_avg3,scsh_avg3,scsv_avg3,hdcf_avg3,hdca_avg3,hdcf_p_avg3,hdsf_avg3,hdsa_avg3,hdsf_p_avg3,hdgf_avg3,hdga_avg3,hdgf_p_avg3,hdsh_avg3,hdsv_avg3,mdcf_avg3,mdca_avg3,mdcf_p_avg3,mdsf_avg3,mdsa_avg3,mdsf_p_avg3,mdgf_avg3,mdga_avg3,mdgf_p_avg3,mdsh_avg3,mdsv_avg3,ldcf_avg3,ldca_avg3,ldcf_p_avg3,ldsf_avg3,ldsa_avg3,ldsf_p_avg3,ldgf_avg3,ldga_avg3,ldgf_p_avg3,ldsh_avg3,ldsv_avg3,sh_avg3,sv_avg3,pdo_avg3
Chicago Blackhawks,2324,0.280487805,0.317073171,0.362369338,82,4039.25,26,49,7,24,59,0.36,3223,4119,43.9,2411,3062,44.05,1717,2225,43.56,135,208,39.36,143,193.15,42.54,1525,2129,41.74,892,1231,42.02,121,172,41.3,13.57,86.03,612,868,41.35,421,625,40.25,74,109,40.44,17.58,82.56,913,1261,42,471,606,43.73,47,63,42.73,9.98,89.6,1456,1736,45.61,732,900,44.85,14,36,28,1.91,96,7.86,90.65,0.985,73.33333333,3583.1889,26,38.66666667,8.666666667,22.66666667,60.66666667,0.422,2933,3561,45.24333333,2153.333333,2634.333333,44.98,1599,1953.666667,45.06666667,126,175,42.16333333,125.3166667,159.66,44.02333333,1392.666667,1787.333333,43.9,849.6666667,1066.666667,44.4,111.3333333,148.6666667,43.02666667,13.1,86.14,535.6666667,698,43.47333333,401.3333333,527,43.31,67.33333333,97,40.98,16.79,81.52666667,857,1089.333333,44.21333333,448.3333333,539.6666667,45.50333333,44,51.66666667,47.06,9.773333333,90.69333333,1337,1562.333333,46.19666667,676,812.3333333,45.53666667,14.66666667,26.33333333,36.91333333,2.156666667,96.83333333,7.886666667,91.11,0.99
Colorado Avalanche,1415,0.475609756,0.634146341,0.5,82,3954.2167,52,22,8,47,112,0.683,3417,3876,46.85,2537,2914,46.54,1874,2070,47.52,165,146,53.05,141.76,162.28,46.63,1557,1766,46.86,980,1094,47.25,132,125,51.36,13.47,88.57,648,779,45.41,490,586,45.54,95,99,48.97,19.39,83.11,909,987,47.94,490,508,49.1,37,26,58.73,7.55,94.88,1518,1732,46.71,832,910,47.76,33,20,62.26,3.97,97.8,8.8,92.95,1.018,82,3919.9167,41,33.66666667,7.333333333,34.33333333,89.33333333,0.545,3484,3699.666667,48.47666667,2596.333333,2791,48.18333333,1916.333333,1997.666667,48.94333333,149,154.6666667,49.05666667,147.75,154.1766667,48.94333333,1605,1685.333333,48.8,1013.333333,1027,49.69,122,133.3333333,47.80666667,12.06,86.97666667,683.3333333,721.6666667,48.67333333,527.6666667,546,49.14333333,91,102.3333333,47.07666667,17.31666667,81.18,921.6666667,963.6666667,48.94,485.6666667,481,50.30333333,31,31,50.09,6.38,93.54,1566.666667,1684.666667,48.08,839,907.3333333,47.9,26.66666667,21,55.64666667,3.233333333,97.68666667,7.81,92.25,1.000666667
Colorado Avalanche,1516,0.475609756,0.475609756,0.536585366,82,3949.35,39,31,12,29,90,0.549,3116,4104,43.16,2327,2969,43.94,1754,2118,45.3,153,156,49.51,123.39,167.24,42.46,1395,1809,43.54,884,1077,45.08,127,127,50,14.37,88.21,564,752,42.86,426,555,43.43,86,88,49.43,20.19,84.14,831,1057,44.01,458,522,46.73,41,39,51.25,8.95,92.53,1416,1888,42.86,788,983,44.49,24,29,45.28,3.05,97.05,8.72,92.63,1.014,82,3955.744467,44,29.33333333,8.666666667,36,96.66666667,0.589666667,3427,3847.333333,47.09333333,2541.333333,2864.333333,46.98,1889.333333,2043,48.02,151,149.3333333,50.2,138.9666667,159.7166667,46.48,1527.666667,1724.666667,46.96666667,959.3333333,1045.333333,47.85666667,124,126.3333333,49.48,12.99333333,87.87333333,634,751,45.71333333,482.3333333,557.3333333,46.32333333,88.66666667,95,48.28333333,18.53,82.93,893.6666667,973.6666667,47.90333333,477,488,49.5,35.33333333,31.33333333,53.03333333,7.433333333,93.57666667,1569.666667,1755.333333,47.15333333,858,933.3333333,47.83666667,26.33333333,22.66666667,53.73333333,3.11,97.58666667,8.046666667,92.68666667,1.007666667
Colorado Avalanche,1617,0.268292683,0.475609756,0.528455285,82,3890.3667,39,39,4,35,82,0.5,3197,4036,44.2,2408,2914,45.25,1772,2075,46.06,138,151,47.75,124.68,160.77,43.68,1335,1783,42.82,831,1084,43.39,111,118,48.47,13.36,89.11,548,733,42.78,415,544,43.27,80,81,49.69,19.28,85.11,787,1050,42.84,416,540,43.51,31,37,45.59,7.45,93.15,1512,1838,45.13,850,909,48.32,26,31,45.61,3.06,96.59,7.79,92.72,1.005,82,3931.311133,43.33333333,30.66666667,8,37,94.66666667,0.577333333,3243.333333,4005.333333,44.73666667,2424,2932.333333,45.24333333,1800,2087.666667,46.29333333,152,151,50.10333333,129.9433333,163.43,44.25666667,1429,1786,44.40666667,898.3333333,1085,45.24,123.3333333,123.3333333,49.94333333,13.73333333,88.63,586.6666667,754.6666667,43.68333333,443.6666667,561.6666667,44.08,87,89.33333333,49.36333333,19.62,84.12,842.3333333,1031.333333,44.93,454.6666667,523.3333333,46.44666667,36.33333333,34,51.85666667,7.983333333,93.52,1482,1819.333333,44.9,823.3333333,934,46.85666667,27.66666667,26.66666667,51.05,3.36,97.14666667,8.436666667,92.76666667,1.012333333
Colorado Avalanche,1718,0.524390244,0.268292683,0.406504065,82,3938.0667,22,56,4,21,48,0.293,3440,3646,48.55,2531,2788,47.58,1812,2072,46.65,114,193,37.13,123.49,146.94,45.66,1410,1537,47.85,823,970,45.9,86,162,34.68,10.45,83.3,544,659,45.22,398,503,44.17,61,108,36.09,15.33,78.53,866,878,49.66,425,467,47.65,25,54,31.65,5.88,88.44,1688,1767,48.86,919,1038,46.96,28,31,47.46,3.05,97.01,6.29,90.69,0.97,82,3925.9278,33.33333333,42,6.666666667,28.33333333,73.33333333,0.447333333,3251,3928.666667,45.30333333,2422,2890.333333,45.59,1779.333333,2088.333333,46.00333333,135,166.6666667,44.79666667,123.8533333,158.3166667,43.93333333,1380,1709.666667,44.73666667,846,1043.666667,44.79,108,135.6666667,44.38333333,12.72666667,86.87333333,552,714.6666667,43.62,413,534,43.62333333,75.66666667,92.33333333,45.07,18.26666667,82.59333333,828,995,45.50333333,433,509.6666667,45.96333333,32.33333333,43.33333333,42.83,7.426666667,91.37333333,1538.666667,1831,45.61666667,852.3333333,976.6666667,46.59,26,30.33333333,46.11666667,3.053333333,96.88333333,7.6,92.01333333,0.996333333
Colorado Avalanche,1819,0.463414634,0.524390244,0.422764228,82,3825.4833,43,30,9,41,95,0.579,3491,3845,47.59,2530,2850,47.03,1841,2057,47.23,152,140,52.05,130.04,151.15,46.25,1575,1689,48.25,941,986,48.83,121,111,52.16,12.86,88.74,583,661,46.86,439,472,48.19,80,77,50.96,18.22,83.69,992,1028,49.11,502,514,49.41,41,34,54.67,8.17,93.39,1580,1786,46.94,814,964,45.78,29,29,50,3.56,96.99,8.26,93.19,1.015,82,3884.6389,34.66666667,41.66666667,5.666666667,32.33333333,75,0.457333333,3376,3842.333333,46.78,2489.666667,2850.666667,46.62,1808.333333,2068,46.64666667,134.6666667,161.3333333,45.64333333,126.07,152.9533333,45.19666667,1440,1669.666667,46.30666667,865,1013.333333,46.04,106,130.3333333,45.10333333,12.22333333,87.05,558.3333333,684.3333333,44.95333333,417.3333333,506.3333333,45.21,73.66666667,88.66666667,45.58,17.61,82.44333333,881.6666667,985.3333333,47.20333333,447.6666667,507,46.85666667,32.33333333,41.66666667,43.97,7.166666667,91.66,1593.333333,1797,46.97666667,861,970.3333333,47.02,27.66666667,30.33333333,47.69,3.223333333,96.86333333,7.446666667,92.2,0.996666667
Colorado Avalanche,1920,0.6,0.463414634,0.418699187,82,3849.9167,38,30,14,36,90,0.549,3689,3710,49.86,2724,2696,50.26,2046,1978,50.84,156,153,50.49,147.97,150.75,49.54,1736,1652,51.24,1076,997,51.91,128,128,50,11.9,87.16,699,702,49.89,526,516,50.48,84,88,48.84,15.97,82.95,1037,950,52.19,550,481,53.35,44,40,52.38,8,91.68,1635,1660,49.62,878,863,50.43,28,24,53.85,3.19,97.22,7.62,92.26,0.999,82,3871.155567,34.33333333,38.66666667,9,32.66666667,77.66666667,0.473666667,3540,3733.666667,48.66666667,2595,2778,48.29,1899.666667,2035.666667,48.24,140.6666667,162,46.55666667,133.8333333,149.6133333,47.15,1573.666667,1626,49.11333333,946.6666667,984.3333333,48.88,111.6666667,133.6666667,45.61333333,11.73666667,86.4,608.6666667,674,47.32333333,454.3333333,497,47.61333333,75,91,45.29666667,16.50666667,81.72333333,965,952,50.32,492.3333333,487.3333333,50.13666667,36.66666667,42.66666667,46.23333333,7.35,91.17,1634.333333,1737.666667,48.47333333,870.3333333,955,47.72333333,28.33333333,28,50.43666667,3.266666667,97.07333333,7.39,92.04666667,0.994666667
Colorado Avalanche,2021,0.696428571,0.6,0.529268293,70,3309.9167,42,20,8,41,92,0.657,3267,3064,51.6,2398,2266,51.42,1776,1681,51.37,162,115,58.48,131.11,122.07,51.79,1543,1374,52.9,924,841,52.35,131,95,57.96,14.18,88.7,553,544,50.41,421,416,50.3,70,68,50.72,16.63,83.65,990,830,54.4,503,425,54.2,61,27,69.32,12.13,93.65,1490,1424,51.13,791,739,51.7,30,20,60,3.79,97.29,9.12,93.16,1.023,78,3661.772233,41,26.66666667,10.33333333,39.33333333,92.33333333,0.595,3482.333333,3539.666667,49.68333333,2550.666667,2604,49.57,1887.666667,1905.333333,49.81333333,156.6666667,136,53.67333333,136.3733333,141.3233333,49.19333333,1618,1571.666667,50.79666667,980.3333333,941.3333333,51.03,126.6666667,111.3333333,53.37333333,12.98,88.2,611.6666667,635.6666667,49.05333333,462,468,49.65666667,78,77.66666667,50.17333333,16.94,83.43,1006.333333,936,51.9,518.3333333,473.3333333,52.32,48.66666667,33.66666667,58.79,9.433333333,92.90666667,1568.333333,1623.333333,49.23,827.6666667,855.3333333,49.30333333,29,24.33333333,54.61666667,3.513333333,97.16666667,8.333333333,92.87,1.012333333
Colorado Avalanche,2122,0.682926829,0.696428571,0.586614402,56,2643.2167,39,13,4,39,82,0.732,2831,1969,58.98,2058,1464,58.43,1477,1056,58.31,131,88,59.82,118.46,79.23,59.92,1364,893,60.43,802,553,59.19,111,78,58.73,13.84,85.9,517,363,58.75,376,280,57.32,66,42,61.11,17.55,85,847,530,61.51,426,273,60.94,45,36,55.56,10.56,86.81,1298,900,59.05,638,448,58.75,20,10,66.67,3.13,97.77,8.87,91.67,1.005,69.33333333,3267.683367,39.66666667,21,8.666666667,38.66666667,88,0.646,3262.333333,2914.333333,53.48,2393.333333,2142,53.37,1766.333333,1571.666667,53.50666667,149.6666667,118.6666667,56.26333333,132.5133333,117.35,53.75,1547.666667,1306.333333,54.85666667,934,797,54.48333333,123.3333333,100.3333333,55.56333333,13.30666667,87.25333333,589.6666667,536.3333333,53.01666667,441,404,52.7,73.33333333,66,53.55666667,16.71666667,83.86666667,958,770,56.03333333,493,393,56.16333333,50,34.33333333,59.08666667,10.23,90.71333333,1474.333333,1328,53.26666667,769,683.3333333,53.62666667,26,18,60.17333333,3.37,97.42666667,8.536666667,92.36333333,1.009
Colorado Avalanche,2223,0.62195122,0.682926829,0.659785134,82,3904.3833,56,19,7,52,119,0.726,4007,3572,52.87,2925,2710,51.91,2215,2038,52.08,198,153,56.41,167.99,154.35,52.12,1955,1664,54.02,1173,1032,53.2,164,125,56.75,13.98,87.89,733,731,50.07,550,537,50.6,103,84,55.08,18.73,84.36,1222,933,56.71,623,495,55.72,61,41,59.8,9.79,91.72,1830,1657,52.48,933,907,50.71,34,27,55.74,3.64,97.02,8.94,92.49,1.014,69.33333333,3285.8389,45.66666667,17.33333333,6.333333333,44,97.66666667,0.705,3368.333333,2868.333333,54.48333333,2460.333333,2146.666667,53.92,1822.666667,1591.666667,53.92,163.6666667,118.6666667,58.23666667,139.1866667,118.55,54.61,1620.666667,1310.333333,55.78333333,966.3333333,808.6666667,54.91333333,135.3333333,99.33333333,57.81333333,14,87.49666667,601,546,53.07666667,449,411,52.74,79.66666667,64.66666667,55.63666667,17.63666667,84.33666667,1019.666667,764.3333333,57.54,517.3333333,397.6666667,56.95333333,55.66666667,34.66666667,61.56,10.82666667,90.72666667,1539.333333,1327,54.22,787.3333333,698,53.72,28,19,60.80333333,3.52,97.36,8.976666667,92.44,1.014
Colorado Avalanche,2324,0.609756098,0.62195122,0.667102207,82,3943.15,51,24,7,45,109,0.665,3941,3610,52.19,2837,2685,51.38,2119,1997,51.48,174,145,54.55,172.49,161.56,51.64,1907,1694,52.96,1122,1015,52.5,142,121,53.99,12.66,88.08,749,756,49.77,547,540,50.32,94,80,54.02,17.18,85.19,1158,938,55.25,575,475,54.76,48,41,53.93,8.35,91.37,1801,1647,52.23,923,883,51.11,32,24,57.14,3.47,97.28,8.21,92.74,1.01,73.33333333,3496.916667,48.66666667,18.66666667,6,45.33333333,103.3333333,0.707666667,3593,3050.333333,54.68,2606.666667,2286.333333,53.90666667,1937,1697,53.95666667,167.6666667,128.6666667,56.92666667,152.98,131.7133333,54.56,1742,1417,55.80333333,1032.333333,866.6666667,54.96333333,139,108,56.49,13.49333333,87.29,666.3333333,616.6666667,52.86333333,491,452.3333333,52.74666667,87.66666667,68.66666667,56.73666667,17.82,84.85,1075.666667,800.3333333,57.82333333,541.3333333,414.3333333,57.14,51.33333333,39.33333333,56.43,9.566666667,89.96666667,1643,1401.333333,54.58666667,831.3333333,746,53.52333333,28.66666667,20.33333333,59.85,3.413333333,97.35666667,8.673333333,92.3,1.009666667
Columbus Blue Jackets,1415,0.512195122,0.524390244,0.430894309,82,3837.35,43,32,7,38,93,0.567,3348,3360,49.91,2488,2512,49.76,1836,1884,49.35,147,136,51.94,130.89,130.24,50.12,1507,1398,51.88,915,884,50.86,126,108,53.85,13.77,87.78,597,560,51.6,466,442,51.32,89,76,53.94,19.1,82.81,910,838,52.06,449,442,50.39,37,32,53.62,8.24,92.76,1530,1596,48.94,879,930,48.59,20,28,41.67,2.28,96.99,8.01,92.78,1.008,82,3806.6389,35.33333333,37.66666667,9,30.66666667,79.66666667,0.485666667,3291.333333,3362,49.45666667,2469.666667,2527.666667,49.41666667,1815.666667,1886.666667,49.05333333,138.3333333,152.3333333,47.63666667,133.9866667,134.33,49.92666667,1481,1498.333333,49.71666667,920.3333333,930.3333333,49.73666667,113.3333333,123.6666667,47.85,12.31666667,86.73333333,606.6666667,596.6666667,50.43,476.3333333,460.6666667,50.83,84.33333333,92,48.01666667,17.74666667,80.08333333,874.3333333,901.6666667,49.22333333,444,469.6666667,48.61333333,29,31.66666667,47.08,6.506666667,93.24333333,1510.333333,1534.666667,49.61,847,898.6666667,48.57666667,24.66666667,28.66666667,46.03333333,2.926666667,96.8,7.616666667,91.92,0.995333333
Columbus Blue Jackets,1516,0.414634146,0.512195122,0.463414634,82,3867.1167,42,35,5,33,89,0.543,3233,3597,47.34,2455,2760,47.08,1818,2043,47.09,144,167,46.3,134.9,150.47,47.27,1550,1638,48.62,964,1058,47.68,118,143,45.21,12.24,86.48,660,659,50.04,519,531,49.43,84,100,45.65,16.18,81.17,890,979,47.62,445,527,45.78,34,43,44.16,7.64,91.84,1451,1661,46.63,817,910,47.31,26,23,53.06,3.18,97.47,7.92,91.83,0.997,82,3838.411133,38,37.66666667,6.333333333,32,82.33333333,0.502,3234.666667,3465.333333,48.28,2440.333333,2626.666667,48.17666667,1808.666667,1965,47.94,140,155,47.52333333,132.1833333,139.1566667,48.75666667,1484,1524.666667,49.35333333,924.3333333,963.6666667,49.01666667,115.6666667,127.6666667,47.63,12.51,86.78333333,615.6666667,609.6666667,50.27,482.3333333,481.3333333,50.09,85.33333333,92.66666667,48.15,17.75,80.77333333,868.3333333,915,48.71,442,482.3333333,47.88,30.33333333,35,45.92666667,6.836666667,92.77333333,1472,1609.333333,47.77,841.6666667,931.6666667,47.45666667,24,27,47.05333333,2.866666667,97.10666667,7.736666667,92.12666667,0.998333333
Columbus Blue Jackets,1617,0.609756098,0.414634146,0.483739837,82,3913.1833,34,40,8,28,76,0.463,3429,3714,48.01,2557,2713,48.52,1874,1961,48.87,148,159,48.21,167.72,157.79,51.53,1643,1627,50.24,1012,1001,50.27,126,130,49.22,12.45,87.01,791,680,53.77,588,519,53.12,96,92,51.06,16.33,82.27,852,947,47.36,424,482,46.8,30,38,44.12,7.08,92.12,1503,1759,46.08,828,898,47.97,20,27,42.55,2.42,96.99,7.9,91.89,0.998,82,3872.55,39.66666667,35.66666667,6.666666667,33,86,0.524333333,3336.666667,3557,48.42,2500,2661.666667,48.45333333,1842.666667,1962.666667,48.43666667,146.3333333,154,48.81666667,144.5033333,146.1666667,49.64,1566.666667,1554.333333,50.24666667,963.6666667,981,49.60333333,123.3333333,127,49.42666667,12.82,87.09,682.6666667,633,51.80333333,524.3333333,497.3333333,51.29,89.66666667,89.33333333,50.21666667,17.20333333,82.08333333,884,921.3333333,49.01333333,439.3333333,483.6666667,47.65666667,33.66666667,37.66666667,47.3,7.653333333,92.24,1494.666667,1672,47.21666667,841.3333333,912.6666667,47.95666667,22,26,45.76,2.626666667,97.15,7.943333333,92.16666667,1.001
Columbus Blue Jackets,1718,0.548780488,0.609756098,0.512195122,82,3994.1833,50,24,8,48,108,0.659,3717,3674,50.29,2772,2725,50.43,2054,1960,51.17,168,132,56,161.48,157.68,50.59,1730,1669,50.9,1050,991,51.45,132,98,57.39,12.57,90.11,755,722,51.12,560,534,51.19,88,74,54.32,15.71,86.14,975,947,50.73,490,457,51.74,44,24,64.71,8.98,94.75,1654,1643,50.17,945,905,51.08,36,32,52.94,3.81,96.46,8.18,93.27,1.014,82,3924.827767,42,33,7,36.33333333,91,0.555,3459.666667,3661.666667,48.54666667,2594.666667,2732.666667,48.67666667,1915.333333,1988,49.04333333,153.3333333,152.6666667,50.17,154.7,155.3133333,49.79666667,1641,1644.666667,49.92,1008.666667,1016.666667,49.8,125.3333333,123.6666667,50.60666667,12.42,87.86666667,735.3333333,687,51.64333333,555.6666667,528,51.24666667,89.33333333,88.66666667,50.34333333,16.07333333,83.19333333,905.6666667,957.6666667,48.57,453,488.6666667,48.10666667,36,35,50.99666667,7.9,92.90333333,1536,1687.666667,47.62666667,863.3333333,904.3333333,48.78666667,27.33333333,27.33333333,49.51666667,3.136666667,96.97333333,8,92.33,1.003
Columbus Blue Jackets,1819,0.573170732,0.548780488,0.524390244,82,4063.4167,45,30,7,39,97,0.591,4049,3814,51.49,3106,2798,52.61,2270,2065,52.36,169,148,53.31,179.37,165.11,52.07,1893,1808,51.15,1161,1119,50.92,141,121,53.82,12.14,89.19,768,759,50.29,568,597,48.76,95,84,53.07,16.73,85.93,1125,1049,51.75,593,522,53.18,46,37,55.42,7.76,92.91,1850,1661,52.69,1012,834,54.82,27,25,51.92,2.67,97,7.44,92.83,1.003,82,3990.2611,43,31.33333333,7.666666667,38.33333333,93.66666667,0.571,3731.666667,3734,49.93,2811.666667,2745.333333,50.52,2066,1995.333333,50.8,161.6666667,146.3333333,52.50666667,169.5233333,160.1933333,51.39666667,1755.333333,1701.333333,50.76333333,1074.333333,1037,50.88,133,116.3333333,53.47666667,12.38666667,88.77,771.3333333,720.3333333,51.72666667,572,550,51.02333333,93,83.33333333,52.81666667,16.25666667,84.78,984,981,49.94666667,502.3333333,487,50.57333333,40,33,54.75,7.94,93.26,1669,1687.666667,49.64666667,928.3333333,879,51.29,27.66666667,28,49.13666667,2.966666667,96.81666667,7.84,92.66333333,1.005
Columbus Blue Jackets,1920,0.471428571,0.573170732,0.577235772,82,4081.8,47,31,4,45,98,0.598,3747,3716,50.21,2909,2787,51.07,2122,2022,51.21,187,170,52.38,166.53,159.63,51.06,1797,1708,51.27,1183,1087,52.11,158,146,51.97,13.36,86.57,736,700,51.25,564,545,50.86,101,91,52.6,17.91,83.3,1061,1008,51.28,619,542,53.32,57,55,50.89,9.21,89.85,1618,1645,49.59,834,836,49.94,27,23,54,3.24,97.25,8.81,91.59,1.004,82,4046.466667,47.33333333,28.33333333,6.333333333,44,101,0.616,3837.666667,3734.666667,50.66333333,2929,2770,51.37,2148.666667,2015.666667,51.58,174.6666667,150,53.89666667,169.1266667,160.8066667,51.24,1806.666667,1728.333333,51.10666667,1131.333333,1065.666667,51.49333333,143.6666667,121.6666667,54.39333333,12.69,88.62333333,753,727,50.88666667,564,558.6666667,50.27,94.66666667,83,53.33,16.78333333,85.12333333,1053.666667,1001.333333,51.25333333,567.3333333,507,52.74666667,49,38.66666667,57.00666667,8.65,92.50333333,1707.333333,1649.666667,50.81666667,930.3333333,858.3333333,51.94666667,30,26.66666667,52.95333333,3.24,96.90333333,8.143333333,92.56333333,1.007
Columbus Blue Jackets,2021,0.321428571,0.471428571,0.531126597,70,3469.0167,33,22,15,33,81,0.579,3128,3241,49.11,2422,2339,50.87,1837,1697,51.98,125,122,50.61,131.33,121.58,51.93,1429,1439,49.83,913,813,52.9,107,109,49.54,11.72,86.59,524,510,50.68,405,379,51.66,68,60,53.13,16.79,84.17,905,929,49.35,508,434,53.93,39,49,44.32,7.68,88.71,1424,1511,48.52,814,779,51.1,18,13,58.06,2.21,98.33,6.8,92.81,0.996,78,3871.411133,41.66666667,27.66666667,8.666666667,39,92,0.589333333,3641.333333,3590.333333,50.27,2812.333333,2641.333333,51.51666667,2076.333333,1928,51.85,160.3333333,146.6666667,52.1,159.0766667,148.7733333,51.68666667,1706.333333,1651.666667,50.75,1085.666667,1006.333333,51.97666667,135.3333333,125.3333333,51.77666667,12.40666667,87.45,676,656.3333333,50.74,512.3333333,507,50.42666667,88,78.33333333,52.93333333,17.14333333,84.46666667,1030.333333,995.3333333,50.79333333,573.3333333,499.3333333,53.47666667,47.33333333,47,50.21,8.216666667,90.49,1630.666667,1605.666667,50.26666667,886.6666667,816.3333333,51.95333333,24,20.33333333,54.66,2.706666667,97.52666667,7.683333333,92.41,1.001
Columbus Blue Jackets,2122,0.451219512,0.321428571,0.455342625,56,2838.5833,18,26,12,15,48,0.429,2342,2694,46.51,1803,2031,47.03,1350,1503,47.32,97,131,42.54,94.5,111.08,45.97,1022,1223,45.52,650,754,46.3,77,108,41.62,11.85,85.68,392,477,45.11,293,368,44.33,53,72,42.4,18.09,80.43,630,746,45.78,357,386,48.05,24,36,40,6.72,90.67,1127,1294,46.55,642,679,48.6,20,23,46.51,3.12,96.61,7.19,91.28,0.985,69.33333333,3463.133333,32.66666667,26.33333333,10.33333333,31,75.66666667,0.535333333,3072.333333,3217,48.61,2378,2385.666667,49.65666667,1769.666667,1740.666667,50.17,136.3333333,141,48.51,130.7866667,130.7633333,49.65333333,1416,1456.666667,48.87333333,915.3333333,884.6666667,50.43666667,114,121,47.71,12.31,86.28,550.6666667,562.3333333,49.01333333,420.6666667,430.6666667,48.95,74,74.33333333,49.37666667,17.59666667,82.63333333,865.3333333,894.3333333,48.80333333,494.6666667,454,51.76666667,40,46.66666667,45.07,7.87,89.74333333,1389.666667,1483.333333,48.22,763.3333333,764.6666667,49.88,21.66666667,19.66666667,52.85666667,2.856666667,97.39666667,7.6,91.89333333,0.995
Columbus Blue Jackets,2223,0.304878049,0.451219512,0.414692218,82,4000.3167,37,38,7,33,81,0.494,3630,3971,47.76,2721,3108,46.68,1946,2348,45.32,177,214,45.27,156.43,189.69,45.19,1720,2034,45.82,1008,1322,43.26,149,177,45.71,14.78,86.61,639,839,43.23,477,646,42.48,95,110,46.34,19.92,82.97,1081,1195,47.5,531,676,43.99,54,67,44.63,10.17,90.09,1684,1757,48.94,828,937,46.91,28,37,43.08,3.38,96.05,9.1,90.89,1,69.33333333,3435.972233,29.33333333,28.66666667,11.33333333,27,70,0.500666667,3033.333333,3302,47.79333333,2315.333333,2492.666667,48.19333333,1711,1849.333333,48.20666667,133,155.6666667,46.14,127.42,140.7833333,47.69666667,1390.333333,1565.333333,47.05666667,857,963,47.48666667,111,131.3333333,45.62333333,12.78333333,86.29333333,518.3333333,608.6666667,46.34,391.6666667,464.3333333,46.15666667,72,80.66666667,47.29,18.26666667,82.52333333,872,956.6666667,47.54333333,465.3333333,498.6666667,48.65666667,39,50.66666667,42.98333333,8.19,89.82333333,1411.666667,1520.666667,48.00333333,761.3333333,798.3333333,48.87,22,24.33333333,49.21666667,2.903333333,96.99666667,7.696666667,91.66,0.993666667
Columbus Blue Jackets,2324,0.329268293,0.304878049,0.359175377,82,4035.1,25,48,9,24,59,0.36,3589,4401,44.92,2620,3264,44.53,1864,2333,44.41,143,231,38.24,160.28,202.48,44.18,1750,2181,44.52,1004,1236,44.82,116,196,37.18,11.55,84.14,681,887,43.43,473,623,43.16,68,124,35.42,14.38,80.1,1069,1294,45.24,531,613,46.42,48,72,40,9.04,88.25,1562,1969,44.24,758,1002,43.07,27,35,43.55,3.56,96.51,7.67,90.1,0.978,73.33333333,3624.666667,26.66666667,37.33333333,9.333333333,24,62.66666667,0.427666667,3187,3688.666667,46.39666667,2381.333333,2801,46.08,1720,2061.333333,45.68333333,139,192,42.01666667,137.07,167.75,45.11333333,1497.333333,1812.666667,45.28666667,887.3333333,1104,44.79333333,114,160.3333333,41.50333333,12.72666667,85.47666667,570.6666667,734.3333333,43.92333333,414.3333333,545.6666667,43.32333333,72,102,41.38666667,17.46333333,81.16666667,926.6666667,1078.333333,46.17333333,473,558.3333333,46.15333333,42,58.33333333,41.54333333,8.643333333,89.67,1457.666667,1673.333333,46.57666667,742.6666667,872.6666667,46.19333333,25,31.66666667,44.38,3.353333333,96.39,7.986666667,90.75666667,0.987666667
