csdid,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96
45,330,340,225,5.2,62.87,57.6,62.8,2,325,165,165,5,0,0,0,0,0,0,310,230,85,2.3,1.4,120,110,10,0.29,32500,29600,330,325,0,5,0,330,330,0,0,0,305,0,330,325,0,305,20,285,305,0,305,305,0,255,0,0,0,0,0,0,50,280,80,105,95,33.9,26.8,21.1,305,275,0,30,34800,30800,38800,32400,56800,50000,0,70,10,10,0,30,10,160,150000,160000
49,1673,1866,1352,5.5,302.69,53.5,59.2,2,1675,835,815,0,0,10,0,0,0,10,1540,910,630,2.4,1.5,545,455,90,0.3,33000,29600,1675,1655,0,15,0,1675,1675,0,0,0,1675,0,1675,1665,5,1670,25,1645,1675,0,1670,1670,0,1565,0,0,0,0,0,0,105,1545,380,555,605,47.2,38.8,17.8,1660,1620,0,50,37240,32360,35000,30400,66800,58000,10,575,140,170,165,55,45,785,150000,171200
51,347,392,200,26.2,13.24,52.8,59.6,2.2,345,160,160,0,0,0,0,0,0,0,310,185,120,2.5,1.5,115,95,25,0.27,37000,32000,345,345,0,0,0,345,345,0,0,0,380,0,345,350,0,380,0,380,380,0,380,380,0,375,0,0,0,0,0,0,0,330,130,115,80,47,40.9,16.1,375,375,0,0,40400,34800,39200,33600,77000,66000,0,115,95,10,0,0,10,150,100000,128000
53,328,390,254,5.7,57.2,55,60.8,2,330,165,160,0,0,0,0,0,0,5,310,210,95,2.4,1.5,115,105,10,0.26,56000,48000,330,325,0,5,0,330,330,0,0,0,355,0,330,330,0,355,0,355,355,0,350,355,0,330,0,0,0,0,0,0,20,330,85,65,185,37.9,33.3,12,355,340,0,10,37800,33400,39200,33000,70500,62000,10,105,50,25,15,10,15,165,224000,226000
55,1658,1800,822,92.3,17.96,47.1,51.2,2.3,1660,710,665,5,10,15,15,0,0,0,1455,925,525,2.6,1.5,560,460,95,0.31,34000,30200,1660,1630,0,30,0,1660,1655,5,0,0,1655,10,1660,1655,5,1660,25,1630,1660,10,1650,1660,0,1465,0,0,0,0,0,0,195,1400,410,340,655,47.9,38.6,19.4,1650,1535,10,105,40200,34360,40280,33960,75800,65000,15,500,260,85,40,10,95,575,200000,216000
57,320,299,172,5,64.11,44.5,48,2.5,320,130,125,0,0,5,0,0,0,0,265,195,70,2.8,1.8,100,95,10,0.3,72000,64000,320,305,0,15,0,320,320,5,0,0,300,0,320,315,5,295,0,295,295,0,295,295,0,260,0,0,0,0,0,0,40,255,25,50,180,60.8,54.9,12.9,300,290,0,0,56800,46800,56400,44800,110000,90000,20,125,55,50,0,0,15,130,348000,360000
59,2796,2995,1483,82.9,33.71,49.4,54,2.1,2795,1305,1185,30,35,20,40,0,5,0,2500,1440,1060,2.5,1.5,905,715,185,0.31,38200,33400,2795,2725,0,65,0,2795,2790,5,0,0,2795,20,2795,2785,5,2795,30,2765,2795,10,2785,2795,0,2565,0,0,0,0,0,0,230,2500,595,665,1240,48,38.6,19.6,2775,2690,20,65,39400,33760,39360,33200,72900,62500,20,895,435,290,30,20,120,1090,170000,186800
60,1401,1561,669,179.2,7.82,48.2,53.2,2.4,1405,580,550,0,10,25,0,0,0,0,1230,805,420,2.7,1.6,465,400,65,0.29,29600,26800,1400,1385,0,10,0,1400,1400,0,0,0,1400,0,1400,1400,0,1400,10,1395,1400,15,1385,1400,0,1280,0,0,0,0,0,0,115,1240,295,340,600,46.8,35.5,24.1,1395,1365,0,0,38800,33500,39600,33500,80400,69200,15,390,80,190,30,15,70,530,200000,201000
65,5974,6012,2803,243.7,24.51,44.5,47.2,2.4,5935,2490,2235,85,65,40,55,0,5,5,5065,3210,1850,2.7,1.7,1890,1600,290,0.32,43200,36500,5975,5775,0,195,0,5975,5965,10,0,0,5935,10,5975,5935,40,5935,110,5820,5935,35,5905,5935,0,5320,0,0,0,0,0,0,605,5030,1095,1450,2485,54.5,46.6,14.2,5895,5630,110,150,45520,38280,45280,37400,87700,73700,20,2100,1065,470,150,110,310,2015,250000,250200
67,1145,1073,1385,8.2,139.98,48.4,52.8,2.2,1145,530,510,0,0,0,0,0,0,5,1035,690,340,2.5,1.5,390,340,55,0.33,47200,39600,1145,1115,0,30,0,1145,1140,5,0,0,1145,0,1145,1140,0,1145,20,1125,1145,0,1145,1145,0,1005,0,0,0,0,0,0,145,1035,235,230,575,45.4,39.6,14.9,1130,1035,25,75,45300,37400,48200,39200,87200,72000,0,350,90,85,110,40,30,500,250000,245000
68,579,570,318,137.7,4.2,46.8,51.2,2.2,580,260,245,0,10,0,0,0,0,0,500,305,195,2.6,1.6,185,155,35,0.32,45000,38500,580,550,0,30,0,580,575,5,0,0,565,10,580,575,0,565,0,560,565,10,555,565,0,485,0,0,0,0,0,0,80,520,100,145,275,46.2,40.4,12.5,560,545,0,10,44600,37200,46600,38600,87000,73000,10,205,70,45,20,25,40,225,250000,286000
69,1400,1558,678,110.7,12.64,48.4,52,2.2,1320,600,505,10,50,25,5,0,5,0,1225,710,520,2.6,1.6,415,350,65,0.32,38000,32800,1400,1350,0,50,0,1400,1400,0,0,0,1325,10,1400,1390,5,1325,60,1260,1325,0,1325,1325,0,1150,0,0,0,0,0,0,170,1165,225,350,590,53.6,46.4,13.6,1310,1215,15,85,41400,35400,42000,35200,77600,66400,20,480,235,115,60,30,45,460,250000,271000
70,674,647,351,113,5.97,45.8,49.6,2.3,675,295,285,0,0,10,5,0,0,0,580,405,175,2.5,1.5,235,200,35,0.32,60000,48000,675,645,0,25,0,675,670,5,0,0,640,0,675,670,5,640,15,625,640,0,640,640,0,545,0,0,0,0,0,0,95,560,105,125,335,56.3,48.2,14.3,635,520,20,95,52200,43400,49400,40200,97000,81000,15,245,110,55,15,40,40,225,250000,254000
71,699,743,428,64.4,10.86,49.7,54.4,2.2,700,325,315,0,5,0,0,0,0,0,640,390,245,2.5,1.5,235,190,40,0.3,41000,36000,700,670,0,25,0,700,695,5,0,0,695,0,700,695,0,695,10,685,695,0,695,695,0,660,0,0,0,0,0,0,40,630,145,145,345,42.1,33.3,20.8,690,660,0,30,37400,32800,38600,33000,66000,58400,25,190,50,45,25,30,40,290,180000,204000
77,584,641,346,19.7,29.69,47.4,52.4,2,580,285,255,0,20,0,5,0,0,5,510,275,235,2.6,1.6,170,135,35,0.34,41000,34500,585,575,0,5,0,585,580,0,0,0,565,0,585,580,0,565,30,535,565,10,555,565,0,505,0,0,0,0,0,0,60,485,90,55,345,55.7,43.3,22.2,555,515,20,20,45600,38200,46000,38000,80000,67000,10,200,30,25,85,35,20,220,224000,236000
78,1065,1067,530,50.3,21.19,48.1,52.8,2.3,1065,465,440,5,0,0,20,0,0,0,935,560,380,2.7,1.6,335,280,55,0.3,44000,38500,1065,1045,0,20,0,1065,1060,0,0,0,1065,0,1065,1060,5,1065,25,1045,1065,0,1065,1065,0,955,0,0,0,0,0,0,110,950,120,220,610,55.3,45.3,17.1,1065,995,30,40,49500,40600,50300,40800,96000,78800,15,385,115,60,90,95,20,415,250000,272000
79,2471,2463,1089,19.6,126.02,46.1,49.2,2.4,2395,995,900,20,25,30,10,0,0,5,2085,1340,745,2.7,1.7,750,665,90,0.3,42800,35600,2455,2405,0,45,0,2455,2450,0,0,0,2395,0,2455,2440,10,2395,55,2345,2395,0,2390,2400,0,2045,0,0,0,0,0,0,350,2015,285,515,1215,54.8,47.9,12.2,2400,2200,65,130,51600,42560,54900,44120,101600,83800,30,830,225,230,210,110,50,835,320000,332000
80,27168,26199,11364,454.9,59.72,41.8,43.2,2.5,26755,10710,8190,125,105,2090,170,0,20,5,22715,14340,8370,2.8,1.6,8360,7090,1265,0.3,49800,41440,27010,25160,0,1840,15,27010,26930,75,0,10,26735,315,27010,26735,180,26750,955,25800,26750,275,26475,26750,0,21890,0,0,0,0,0,45,4785,22300,3310,5870,13115,65,57.9,11,26490,24305,1145,1040,54400,44240,54000,43480,109400,89000,395,10775,3205,5365,1740,145,315,8795,300000,324800
82,1815,2146,1181,125.3,14.49,50.6,56.8,1.9,1810,950,785,55,10,80,15,0,0,5,1600,705,895,2.5,1.6,515,350,165,0.34,27300,25300,1810,1795,0,10,5,1810,1805,0,0,5,1805,15,1810,1800,10,1815,15,1795,1815,0,1805,1815,0,1670,0,0,0,0,0,0,130,1605,510,540,550,28,24.6,12.2,1810,1740,65,0,31160,28040,29480,26200,51300,46200,15,355,160,55,25,10,105,695,90000,115800
83,8415,8147,3357,146.1,57.61,40.7,43.2,2.7,8415,3170,2765,40,5,335,20,0,0,5,6905,4610,2295,2.9,1.7,2600,2295,305,0.32,46900,39500,8415,7620,0,785,5,8415,8370,40,0,5,8395,245,8415,8285,95,8415,295,8115,8415,220,8195,8415,20,6585,0,0,0,10,0,25,1760,6905,870,1610,4425,67.1,61.9,7.9,8320,7815,175,330,65000,50880,65700,51040,136800,107200,320,3450,715,2290,285,30,130,2710,376000,408400
90,110525,108860,54067,247.8,446.02,42.8,42,2.2,107655,49300,20865,3095,5115,12895,6555,540,120,120,95980,48595,47380,2.7,1.6,29650,23720,5930,0.37,44400,37200,108065,97580,45,9910,530,108065,106690,695,195,490,107115,11645,108065,99200,7195,107660,3585,104075,107660,10915,96745,107660,285,75965,890,175,3215,475,25,470,26170,93015,11195,24660,57160,61.7,54.6,11.5,106800,92120,10100,4575,55450,44600,53800,42760,101100,81400,7510,40495,21255,15435,2315,505,985,29900,306000,343200
91,22477,23120,10685,1436.2,15.65,44.5,46,2.3,22355,9930,4505,740,925,3415,335,0,10,0,19645,11530,8110,2.6,1.5,6980,5720,1260,0.3,46320,39360,22420,21115,0,1280,25,22420,22340,60,5,20,22325,595,22420,21980,310,22360,655,21700,22360,510,21845,22360,20,18215,30,0,25,0,0,85,3985,19590,2250,5890,11460,60.6,54.6,10,22235,20450,990,800,50560,41840,49520,40360,97000,80300,510,8975,4085,4210,330,95,250,7050,290000,296800
94,1640,1619,656,93.1,17.61,41.3,41.6,2.6,1590,610,595,0,0,0,5,0,0,5,1310,875,435,2.9,1.6,490,430,55,0.27,45000,37500,1640,1600,0,40,0,1640,1635,0,0,0,1590,20,1640,1625,10,1590,55,1535,1590,0,1590,1590,0,1485,0,0,0,0,0,0,100,1290,190,295,805,67.1,57.4,15,1575,1515,35,30,61100,48500,62800,49200,125200,99200,20,595,135,75,295,40,45,590,324000,342000
98,2237,2315,1155,64.9,34.49,46.8,51.2,2.2,2235,1010,915,40,30,10,5,0,0,10,1960,1270,685,2.6,1.6,730,630,100,0.35,44600,36000,2235,2185,0,50,0,2235,2230,5,0,0,2235,20,2235,2215,20,2235,20,2215,2235,30,2205,2235,0,2080,0,0,0,0,0,0,135,1960,525,435,1000,55.9,45.7,18.3,2220,2060,80,75,46280,38200,46560,38200,86800,71800,30,860,340,345,95,15,65,875,174000,196400
102,583,624,291,165.7,3.52,47.6,54.4,2.3,585,255,255,0,0,0,0,0,0,0,505,310,195,2.7,1.6,185,150,30,0.3,28000,28000,585,575,0,0,0,585,585,0,0,0,575,0,585,580,0,575,0,575,575,0,575,575,0,545,0,0,0,0,0,0,20,480,135,125,220,59.4,47.9,19.3,570,540,0,30,43200,36800,43600,36600,82000,70000,0,230,125,50,10,20,20,225,100000,143000
109,1285,1401,767,23.5,54.77,50.1,54.8,2.1,1285,615,575,10,20,5,5,0,0,5,1150,740,405,2.5,1.6,425,365,60,0.28,38400,34000,1285,1275,0,15,0,1285,1280,5,0,0,1285,0,1285,1280,0,1285,70,1215,1285,0,1285,1285,0,1150,0,0,0,0,0,0,140,1130,420,320,390,45.1,35.8,21.6,1265,1165,55,50,38700,33300,37200,31850,67200,58000,0,390,310,10,0,15,45,505,85000,105200
110,2152,2310,1162,127.9,16.82,53.3,58.4,2,2055,1030,950,15,20,0,40,0,0,5,1940,1235,710,2.4,1.5,710,605,100,0.3,35600,31400,2060,2030,0,25,0,2060,2050,5,0,0,2050,0,2060,2050,0,2060,0,2050,2060,0,2060,2060,0,1875,0,0,0,0,0,0,185,1870,600,480,785,43.9,36.1,17.7,2055,1965,55,30,39000,33640,39080,33400,70200,60600,10,640,490,45,40,20,35,860,95000,105200
111,542,568,306,13.9,39.1,49.8,53.2,2.2,545,245,235,0,0,0,10,0,0,0,490,340,150,2.6,1.5,185,170,10,0.28,34000,30000,540,540,0,0,0,540,540,0,0,0,545,0,540,540,0,545,20,515,545,0,545,545,0,525,0,0,0,0,0,0,20,505,120,150,235,46.5,42.6,10.6,540,525,0,10,41200,35200,43800,36400,80000,68500,0,185,65,60,30,10,20,235,129000,143000
113,398,390,224,7.3,54.44,43.1,48.4,2.4,400,165,150,10,0,0,0,0,0,0,325,235,90,2.8,1.7,130,115,10,0.28,33000,31000,400,390,0,10,0,400,400,0,0,0,370,0,400,400,0,370,25,345,370,0,370,370,0,310,0,0,0,0,0,0,65,300,25,85,190,66.7,50,20,365,330,15,0,53600,44400,51600,41600,102000,84000,0,145,65,60,10,0,0,140,200000,212000
115,252,295,148,9.9,25.39,49.2,53.6,2.1,250,115,115,0,0,0,0,0,0,0,230,135,95,2.5,1.4,80,70,15,0.29,33000,30000,250,250,0,0,0,250,250,0,0,0,250,0,250,250,0,255,0,245,255,0,255,255,0,245,0,0,0,0,0,0,0,235,75,60,105,51.1,44.7,12.5,250,250,0,0,40000,34800,43200,36400,75000,65000,0,105,30,40,20,0,20,120,100000,124000
133,546,588,287,6.7,81.89,48.4,53.2,2.3,545,245,240,0,0,0,0,0,0,0,475,350,130,2.6,1.5,190,170,15,0.27,34000,30000,545,540,0,5,0,545,545,0,0,0,610,0,545,545,0,615,0,610,615,0,615,615,0,590,0,0,0,0,0,0,20,515,215,170,130,51.5,44.7,13.2,610,600,0,10,36600,32000,35600,31200,68500,59600,0,205,135,30,15,0,25,250,50000,75000
137,1477,1634,699,106.9,13.82,47.5,52,2.3,1460,630,595,20,15,0,0,0,5,0,1300,875,430,2.6,1.5,490,430,60,0.29,33600,29600,1455,1445,0,10,0,1455,1455,0,0,0,1460,25,1455,1455,10,1460,50,1410,1460,0,1460,1460,0,1395,0,0,0,0,0,0,70,1285,475,385,420,58,49,15.4,1450,1355,90,10,40200,34400,41000,34400,79200,67600,0,575,450,50,35,10,25,505,100000,135000
140,404,422,219,13.9,29.14,55.8,59.2,2.1,405,190,185,0,0,0,0,0,0,0,385,280,105,2.4,1.5,145,140,5,0.25,30000,28000,405,400,0,0,0,405,405,0,0,0,425,0,405,400,0,425,0,415,425,0,425,425,0,400,0,0,0,0,0,0,0,405,190,160,60,50.6,45.7,12.2,425,400,25,0,38000,33400,33800,29500,76000,67000,0,150,90,40,0,0,10,180,50000,64500
143,669,749,358,26.8,24.95,52.9,58.8,2.1,670,320,295,0,0,5,0,0,0,20,610,435,170,2.4,1.5,240,215,20,0.34,34500,30800,665,660,0,10,0,665,665,0,0,0,695,0,665,665,0,700,75,620,700,0,695,700,0,645,0,0,0,0,0,0,55,650,220,195,240,41.5,33.8,18.5,690,645,20,30,41800,35200,40200,33800,75600,63800,0,205,95,90,15,0,15,330,120000,121600
150,562,707,300,0.8,665.06,50.3,54.8,2.3,560,240,240,5,0,0,0,0,0,0,515,360,150,2.5,1.4,200,180,20,0.27,29000,27000,560,560,0,0,0,560,560,0,0,0,630,0,560,560,0,630,50,580,630,0,630,630,0,595,0,0,0,0,0,0,35,580,235,130,210,44.8,40.5,9.6,625,595,0,10,40000,34400,42200,35600,84000,73000,0,240,100,125,0,0,10,250,120000,129000
153,3547,4067,1814,91.3,38.84,49.2,54,2.1,3505,1655,1415,35,0,80,115,0,15,0,3110,1950,1165,2.6,1.5,1130,960,170,0.29,37800,33400,3515,3460,0,50,0,3515,3510,5,0,0,3505,55,3515,3490,15,3510,135,3375,3510,40,3470,3510,0,3195,0,0,0,0,0,0,295,3090,890,990,1210,48.2,40.1,17.1,3490,3255,160,75,43040,37080,43720,37120,75500,65100,35,1160,920,160,50,15,20,1315,150000,151800
156,344,394,255,76.7,4.49,57.6,62.8,2,345,170,170,0,0,0,0,0,0,0,330,225,100,2.3,1.4,125,115,10,0.29,36000,32000,345,345,0,5,0,345,345,0,0,0,375,0,345,345,0,375,20,355,375,0,375,375,0,360,0,0,0,0,0,0,15,340,120,90,130,42.6,30.9,27.6,370,370,0,0,34400,30200,35600,30800,66000,58000,0,100,30,15,0,20,25,175,50000,61200
160,591,747,453,0.2,2365.45,49.9,56.4,2,590,305,290,5,5,0,0,0,0,0,525,260,265,2.6,1.6,170,130,40,0.3,28400,26800,590,585,0,5,0,590,590,0,0,0,600,15,590,590,0,595,425,170,595,0,595,595,0,570,0,0,0,0,0,0,30,555,230,175,150,32.4,23.4,27.8,595,565,15,10,31700,28900,29500,26500,50400,46000,0,135,50,50,30,0,10,275,100000,120000
162,1212,860,990,1.1,1148.81,51.5,56.8,2,1215,600,585,5,0,0,0,0,0,5,1075,650,425,2.5,1.5,395,325,75,0.31,32400,29000,1215,1165,0,45,0,1215,1210,5,0,0,1215,10,1215,1200,5,1210,625,590,1210,0,1210,1210,0,1110,0,0,0,0,0,0,105,1025,265,210,550,45.4,32.2,29,1205,1115,55,35,38900,33300,38900,32600,64800,55400,25,315,180,55,55,15,15,495,180000,200000
166,1842,2008,799,129.4,14.24,48.6,53.2,2.4,1795,760,735,0,10,10,0,0,0,0,1635,1025,610,2.6,1.7,590,510,85,0.31,46400,38400,1790,1640,0,150,0,1790,1765,20,5,0,1790,0,1790,1770,10,1790,840,950,1790,10,1780,1790,0,1520,0,0,0,0,0,0,260,1635,255,390,985,52.3,43.7,17,1775,1685,60,35,49760,40800,51450,41480,102200,84000,15,645,475,100,25,0,40,675,276000,270500
168,1467,1957,864,5,295.42,48.7,54,2.1,1465,705,690,5,0,5,0,0,0,0,1285,705,585,2.5,1.5,445,350,100,0.28,25200,23800,1470,1250,0,215,0,1470,1400,65,0,0,1465,0,1470,1450,5,1465,780,685,1465,0,1460,1465,0,1370,0,0,0,0,0,0,90,1255,530,370,350,39.4,28.7,27.3,1465,1345,30,85,29300,26650,29300,26350,51000,46400,10,305,100,55,65,30,60,585,100000,147500
169,809,853,433,23.5,34.47,48.4,54,2.1,810,380,370,10,0,0,0,0,0,0,705,420,285,2.5,1.5,260,205,55,0.29,28800,26400,805,585,0,225,0,805,710,90,10,0,825,0,805,775,5,825,525,300,825,0,825,825,0,765,0,0,0,0,0,0,60,735,350,210,185,40.1,31.3,22,820,765,25,30,30450,26900,29500,26100,57200,50600,0,210,100,20,25,50,15,335,130000,153000
172,291,276,351,0.1,2412.93,55,58.4,2.1,290,140,130,5,0,0,0,0,0,0,270,185,90,2.3,1.3,100,90,10,0.29,33000,29000,290,290,0,0,0,290,290,0,0,0,295,0,290,285,0,295,120,175,295,0,295,295,0,255,0,0,0,0,0,0,40,270,70,55,145,46.3,33.3,32,295,260,0,35,40400,33600,40800,33200,79000,65000,0,90,75,0,0,0,10,135,180000,188000
180,746,823,481,0.9,823.72,45.2,49.2,2.4,745,310,305,0,0,0,0,0,0,0,635,450,185,2.7,1.6,245,225,30,0.38,62000,50000,745,695,0,50,0,745,740,0,0,0,745,55,745,730,10,745,160,585,745,25,720,750,0,490,0,0,0,0,0,0,235,635,70,160,405,65.4,53.5,18.1,745,655,15,75,65200,51400,63400,50000,124000,98000,65,275,40,170,35,15,15,275,360000,396000
181,416,444,195,335.2,1.24,45.2,46,2.3,415,180,155,0,0,10,15,0,0,0,365,235,130,2.8,1.8,125,115,10,0.38,60000,48000,415,370,0,45,0,415,405,5,0,0,395,20,415,410,5,395,90,310,395,0,395,395,0,315,0,0,0,0,0,0,75,355,20,105,235,54.9,47.9,10.3,395,350,0,30,71600,53800,72800,54800,144000,108000,0,130,85,40,0,0,0,160,352000,420000
182,3524,3620,1598,71.7,49.17,45.7,49.2,2.4,3525,1490,1300,5,80,90,20,0,0,0,2990,2095,895,2.6,1.6,1180,1040,135,0.29,45800,38600,3525,3435,0,90,0,3525,3515,5,0,0,3525,45,3525,3495,20,3525,695,2825,3525,30,3490,3520,0,3005,0,0,0,0,0,0,505,2990,440,790,1755,55,46.8,14.9,3470,3195,95,175,48960,40880,49640,40880,94800,79100,50,1280,345,650,210,10,65,1225,276000,298000
183,492,597,230,3.7,133.65,45.1,49.2,2.4,495,205,200,0,0,0,0,0,0,0,410,260,145,2.6,1.8,160,130,30,0.26,48000,42000,495,480,0,10,0,495,490,0,0,0,505,0,495,480,5,500,80,420,500,0,495,500,0,415,0,0,0,0,0,0,80,405,110,135,160,51.9,42,19,490,425,0,65,40800,34400,37000,31900,73000,63600,0,145,25,65,15,10,25,165,170000,164000
184,506,410,226,75.3,6.72,45.7,50,2.4,505,215,205,10,0,0,0,0,0,5,425,255,170,2.7,1.6,160,125,35,0.27,33000,29000,505,490,0,10,0,505,500,0,0,0,505,0,505,500,5,505,195,310,505,0,505,505,0,450,0,0,0,0,0,0,60,430,100,110,220,60.5,55.8,11.5,505,480,0,15,46800,39200,46200,38400,93000,77500,0,225,15,20,160,25,10,200,150000,180000
186,1606,1632,670,655.1,2.45,37.9,39.2,2.6,1605,625,395,15,0,220,0,0,0,0,1315,875,440,2.9,1.6,490,435,55,0.24,58000,47000,1605,1510,0,95,0,1605,1605,0,0,0,1605,25,1605,1585,10,1610,435,1170,1605,45,1560,1610,0,1390,0,0,0,0,0,0,195,1320,155,280,875,74.2,68.9,7.7,1605,1510,40,55,57900,47320,58600,47400,118400,96800,35,815,575,160,25,25,25,520,320000,317000
189,1537,1599,748,23.6,65.14,47.1,51.2,2.2,1540,690,660,0,0,20,0,0,0,0,1370,810,560,2.5,1.5,500,405,100,0.28,38800,33200,1540,1510,0,25,0,1540,1530,10,0,0,1535,10,1540,1530,5,1535,930,610,1535,0,1535,1540,0,1350,0,0,0,0,0,0,180,1350,390,380,580,56.7,46.7,18.3,1520,1395,45,85,39920,34440,41120,34720,75200,64800,0,570,190,215,105,10,55,560,180000,191000
191,664,688,335,91.8,7.23,49.2,55.6,2.2,660,300,295,0,5,0,0,0,0,0,590,380,210,2.5,1.6,225,190,40,0.25,37500,33500,665,660,0,5,0,665,660,5,0,0,630,0,665,660,0,630,245,385,630,0,630,630,0,580,0,0,0,0,0,0,50,555,280,135,140,39.6,30.6,25,625,605,0,10,33800,29800,33800,29700,60400,53200,0,160,55,0,20,40,35,270,89000,118000
